v1,v2
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
ham,Ok.ok ok..then..whats ur todays plan
ham,Oh ho. Is this the first time u use these type of words
ham,I am in bus on the way to calicut
ham,Hai priya are you right. What doctor said pa. Where are you.
ham,"Dear relieved of westonzoyland, all going to plan this end too!"
ham,Cool. So how come you havent been wined and dined before?
spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
ham,"The table's occupied, I'm waiting by the tree"
ham,So what do you guys do.
ham,Ok..
ham,Dude we should go sup again
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
ham,Aight what time you want me to come up?
ham,Dunno he jus say go lido. Same time 930.
ham,I have no idea where you are
ham,In da car park 
ham,Goodmorning sleeping ga.
ham,What's the significance?
ham,Do I? I thought I put it back in the box
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
ham,Ok then i'll let him noe later n ask him call u tmr...
ham,"Sorry, I'll call later"
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone
ham,Apps class varaya elaya.
ham,No da. . Vijay going to talk in jaya tv
ham,"Yo my trip got postponed, you still stocked up?"
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
ham,Ok i'm coming home now.
ham,Aiyo please Ì_ got time meh.
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
spam,3. You have received your mobile content. Enjoy
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
ham,Oops i thk i dun haf enuff... I go check then tell Ì_..
ham,Ya very nice. . .be ready on thursday
ham,As if i wasn't having enough trouble sleeping.
ham,Nite...
ham,"Lol, oh you got a friend for the dog ?"
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
ham,U should have made an appointment
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
ham,Hey they r not watching movie tonight so i'll prob b home early...
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
ham,Its  &lt;#&gt; k here oh. Should i send home for sale.
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
ham,Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
ham,I'm always looking for an excuse to be in the city.
ham,Bring tat cd don forget
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
ham,Really good:)dhanush rocks once again:)
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
ham,Hi.:)technical support.providing assistance to us customer through call and email:)
ham,I like you peoples very much:) but am very shy pa.
ham,"I've got  &lt;#&gt; , any way I could pick up?"
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
ham,I'm not coming home 4 dinner.
ham,You should change your fb to jaykwon thuglyfe falconerf
ham,Great! How is the office today?
ham,I'm at home. Please call
ham,Great! I shoot big loads so get ready!
ham,how are you? I miss you!
ham,ÌÏ thk of wat to eat tonight.
ham,Long beach lor. Expected... U having dinner now?
ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
ham,Just now saw your message.it k da:)
ham,I have no money 4 steve mate! !
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
ham,Pls confirm the time to collect the cheque.
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,Howz that persons story
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
ham,R u here yet? I'm wearing blue shirt n black pants.
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
ham,Get ready to put on your excellent sub face :)
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,I went to ur hon lab but no one is there.
ham,Oh dang! I didn't mean o send that to you! Lol!
ham,K:)k..its good:)when are you going?
ham,Don know. I did't msg him recently.
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
ham,Ok. She'll be ok. I guess
ham,"So check your errors and if you had difficulties, do correction."
ham,I don't think he has spatula hands!
ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
ham,No break time one... How... I come out n get my stuff fr Ì_?
ham,I'm thinking that chennai forgot to come for auction..
ham,Yes i thought so. Thanks.
ham,Oh k. . I will come tomorrow
ham,Oh k...i'm watching here:)
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
ham,Ok. Me watching tv too.
ham,How did you find out in a way that didn't include all of these details
ham,When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
ham,Did u receive my msg?
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
ham,"Mah b, I'll pick it up tomorrow"
ham,:) 
ham,When're you guys getting back? G said you were thinking about not staying for mcr
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
ham,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st..."""
ham,Pls send me the correct name da.
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p
ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
ham,At what time are you coming.
ham,And you! Will expect you whenever you text! Hope all goes well tomo 
ham,I went to project centre
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
ham,TELL HER I SAID EAT SHIT.
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
ham,ÌÏ wait 4 me in sch i finish ard 5..
ham,Already one guy loving you:-.
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
ham,"\I;m reaching in another 2 stops.\"""""
ham,Should I be stalking u?
ham,Xy trying smth now. U eat already? We havent...
ham,Lmao. Take a pic and send it to me.
ham,Beauty sleep can help ur pimples too.
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,Y so late but i need to go n get da laptop...
ham,Yar lor... How u noe? U used dat route too?
ham,Well obviously not because all the people in my cool college life went home ;_;
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\"""
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
ham,Yay! You better not have told that to 5 other girls either.
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !
ham,"Oh fine, I'll be by tonight"
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
ham,You got called a tool?
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.
ham,JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
